entry,status,name,type,params
Function,-,compress_free,void,Compress*
Function,-,compress_icon_alloc,CompressIcon*,size_t
Function,-,compress_icon_decode,void,"CompressIcon*, const uint8_t*, uint8_t**"
Function,-,compress_icon_free,void,CompressIcon*
Function,-,compress_stream_decoder_alloc,CompressStreamDecoder*,"CompressType, const void*, CompressIoCallback, void*"
Function,-,compress_stream_decoder_free,void,CompressStreamDecoder*
Function,-,compress_stream_decoder_read,_Bool,"CompressStreamDecoder*, uint8_t*, size_t"
Function,-,compress_stream_decoder_rewind,_Bool,CompressStreamDecoder*
Function,-,compress_stream_decoder_seek,_Bool,"CompressStreamDecoder*, size_t"
Function,-,compress_stream_decoder_tell,size_t,CompressStreamDecoder*
Function,-,copysign,double,"double, double"
Function,-,copysignf,float,"float, float"
Function,-,copysignl,long double,"long double, long double"
Function,-,cos,double,double
Function,-,cosf,float,float
Function,-,cosh,double,double
Function,-,coshf,float,float
Function,-,coshl,long double,long double
Function,-,cosl,long double,long double
Function,-,crc32_calc_buffer,uint32_t,"uint32_t, const void*, size_t"
Function,-,crc32_calc_file,uint32_t,"File*, const FileCrcProgressCb, void*"
Function,-,ctermid,char*,char*
Function,-,cuserid,char*,char*
Function,-,datetime_datetime_to_timestamp,uint32_t,DateTime*
Function,-,datetime_get_days_per_month,uint8_t,"_Bool, uint8_t"
Function,-,datetime_get_days_per_year,uint16_t,uint16_t
Function,-,datetime_is_leap_year,_Bool,uint16_t
Function,-,datetime_timestamp_to_datetime,void,"uint32_t, DateTime*"
Function,-,datetime_validate_datetime,_Bool,DateTime*
Function,-,dialog_ex_alloc,DialogEx*,
Function,-,dialog_ex_disable_extended_events,void,DialogEx*
Function,-,dialog_ex_enable_extended_events,void,DialogEx*
Function,-,dialog_ex_free,void,DialogEx*
Function,-,dialog_ex_get_view,View*,DialogEx*
Function,-,dialog_ex_reset,void,DialogEx*
Function,-,dialog_ex_set_center_button_text,void,"DialogEx*, const char*"
Function,-,dialog_ex_set_context,void,"DialogEx*, void*"
Function,-,dialog_ex_set_header,void,"DialogEx*, const char*, uint8_t, uint8_t, Align, Align"
Function,-,dialog_ex_set_icon,void,"DialogEx*, uint8_t, uint8_t, const Icon*"
Function,-,dialog_ex_set_left_button_text,void,"DialogEx*, const char*"
Function,-,dialog_ex_set_result_callback,void,"DialogEx*, DialogExResultCallback"
Function,-,dialog_ex_set_right_button_text,void,"DialogEx*, const char*"
Function,-,dialog_ex_set_text,void,"DialogEx*, const char*, uint8_t, uint8_t, Align, Align"
Function,-,diprintf,int,"int, const char*, ..."
Function,-,dir_walk_alloc,DirWalk*,Storage*
Function,-,dir_walk_close,void,DirWalk*
Function,-,dir_walk_free,void,DirWalk*
Function,-,dir_walk_get_error,FS_Error,DirWalk*
Function,-,dir_walk_open,_Bool,"DirWalk*, const char*"
Function,-,dir_walk_read,DirWalkResult,"DirWalk*, FuriString*, FileInfo*"
Function,-,dir_walk_set_filter_cb,void,"DirWalk*, DirWalkFilterCb, void*"
Function,-,dir_walk_set_recursive,void,"DirWalk*, _Bool"
Function,-,div,div_t,"int, int"
Function,-,dprintf,int,"int, const char*, ..."
Function,-,drand48,double,
Function,-,drem,double,"double, double"
Function,-,dremf,float,"float, float"
Function,-,elements_bold_rounded_frame,void,"Canvas*, int32_t, int32_t, size_t, size_t"
Function,-,elements_bubble,void,"Canvas*, int32_t, int32_t, size_t, size_t"
Function,-,elements_bubble_str,void,"Canvas*, int32_t, int32_t, const char*, Align, Align"
Function,-,elements_button_center,void,"Canvas*, const char*"
Function,-,elements_button_left,void,"Canvas*, const char*"
Function,-,elements_button_right,void,"Canvas*, const char*"
Function,-,elements_frame,void,"Canvas*, int32_t, int32_t, size_t, size_t"
Function,-,elements_multiline_text,void,"Canvas*, int32_t, int32_t, const char*"
Function,-,elements_multiline_text_aligned,void,"Canvas*, int32_t, int32_t, Align, Align, const char*"
Function,-,elements_multiline_text_framed,void,"Canvas*, int32_t, int32_t, const char*"
Function,-,elements_progress_bar,void,"Canvas*, int32_t, int32_t, size_t, float"
Function,-,elements_progress_bar_with_text,void,"Canvas*, int32_t, int32_t, size_t, float, const char*"
Function,-,elements_scrollable_text_line,void,"Canvas*, int32_t, int32_t, size_t, FuriString*, size_t, _Bool"
Function,-,elements_scrollbar,void,"Canvas*, size_t, size_t"
Function,-,elements_scrollbar_pos,void,"Canvas*, int32_t, int32_t, size_t, size_t, size_t"
Function,-,elements_slightly_rounded_box,void,"Canvas*, int32_t, int32_t, size_t, size_t"
Function,-,elements_slightly_rounded_frame,void,"Canvas*, int32_t, int32_t, size_t, size_t"
Function,-,elements_string_fit_width,void,"Canvas*, FuriString*, size_t"
Function,-,elements_text_box,void,"Canvas*, int32_t, int32_t, size_t, size_t, Align, Align, const char*, _Bool"
Function,-,elf_resolve_from_hashtable,_Bool,"const ElfApiInterface*, uint32_t, Elf32_Addr*"
Function,-,elf_symbolname_hash,uint32_t,const char*
Function,-,empty_screen_alloc,EmptyScreen*,
Function,-,empty_screen_free,void,EmptyScreen*
Function,-,empty_screen_get_view,View*,EmptyScreen*
Function,-,erand48,double,unsigned short[3]
Function,-,erf,double,double
Function,-,erfc,double,double
Function,-,erfcf,float,float
Function,-,erfcl,long double,long double
Function,-,erff,float,float
Function,-,erfl,long double,long double
Function,-,exit,void,int
Function,-,exp,double,double
Function,-,exp10,double,double
Function,-,exp10f,float,float
Function,-,exp2,double,double
Function,-,exp2f,float,float
Function,-,exp2l,long double,long double
Function,-,expf,float,float
Function,-,expl,long double,long double
Function,-,explicit_bzero,void,"void*, size_t"
Function,-,expm1,double,double
Function,-,expm1f,float,float
Function,-,expm1l,long double,long double
Function,-,fabs,double,double
Function,-,fabsf,float,float
Function,-,fabsl,long double,long double
Function,-,fclose,int,FILE*
Function,-,fcloseall,int,
Function,-,fdim,double,"double, double"
Function,-,fdimf,float,"float, float"
Function,-,fdiml,long double,"long double, long double"
Function,-,fdopen,FILE*,"int, const char*"
Function,-,feof,int,FILE*
Function,-,feof_unlocked,int,FILE*
Function,-,ferror,int,FILE*
Function,-,ferror_unlocked,int,FILE*
Function,-,fflush,int,FILE*
Function,-,fflush_unlocked,int,FILE*
Function,-,ffs,int,int
Function,-,ffsl,int,long
Function,-,ffsll,int,long long
Function,-,fgetc,int,FILE*
Function,-,fgetc_unlocked,int,FILE*
Function,-,fgetpos,int,"FILE*, fpos_t*"
Function,-,fgets,char*,"char*, int, FILE*"
Function,-,fgets_unlocked,char*,"char*, int, FILE*"
Function,-,file_browser_alloc,FileBrowser*,FuriString*
Function,-,file_browser_configure,void,"FileBrowser*, const char*, const char*, _Bool, _Bool, const Icon*, _Bool"
Function,-,file_browser_free,void,FileBrowser*
Function,-,file_browser_get_view,View*,FileBrowser*
Function,-,file_browser_set_callback,void,"FileBrowser*, FileBrowserCallback, void*"
Function,-,file_browser_set_item_callback,void,"FileBrowser*, FileBrowserLoadItemCallback, void*"
Function,-,file_browser_start,void,"FileBrowser*, FuriString*"
Function,-,file_browser_stop,void,FileBrowser*
Function,-,file_browser_worker_alloc,BrowserWorker*,"FuriString*, const char*, const char*, _Bool, _Bool"
Function,-,file_browser_worker_folder_enter,void,"BrowserWorker*, FuriString*, int32_t"
Function,-,file_browser_worker_folder_exit,void,BrowserWorker*
Function,-,file_browser_worker_folder_refresh,void,"BrowserWorker*, int32_t"
Function,-,file_browser_worker_free,void,BrowserWorker*
Function,-,file_browser_worker_is_in_start_folder,_Bool,BrowserWorker*
Function,-,file_browser_worker_load,void,"BrowserWorker*, uint32_t, uint32_t"
Function,-,file_browser_worker_set_callback_context,void,"BrowserWorker*, void*"
Function,-,file_browser_worker_set_config,void,"BrowserWorker*, FuriString*, const char*, _Bool, _Bool"
Function,-,file_browser_worker_set_folder_callback,void,"BrowserWorker*, BrowserWorkerFolderOpenCallback"
Function,-,file_browser_worker_set_item_callback,void,"BrowserWorker*, BrowserWorkerListItemCallback"
Function,-,file_browser_worker_set_list_callback,void,"BrowserWorker*, BrowserWorkerListLoadCallback"
Function,-,file_browser_worker_set_long_load_callback,void,"BrowserWorker*, BrowserWorkerLongLoadCallback"
Function,-,file_info_is_dir,_Bool,const FileInfo*
Function,-,file_stream_alloc,Stream*,Storage*
Function,-,file_stream_close,_Bool,Stream*
Function,-,file_stream_get_error,FS_Error,Stream*
Function,-,file_stream_open,_Bool,"Stream*, const char*, FS_AccessMode, FS_OpenMode"
Function,-,fileno,int,FILE*
Function,-,fileno_unlocked,int,FILE*
Function,-,filesystem_api_error_get_desc,const char*,FS_Error
Function,-,finite,int,double
Function,-,finitef,int,float
Function,-,finitel,int,long double
Function,-,fiprintf,int,"FILE*, const char*, ..."
Function,-,fiscanf,int,"FILE*, const char*, ..."
Function,-,flipper_application_alloc,FlipperApplication*,"Storage*, const ElfApiInterface*"
Function,-,flipper_application_alloc_thread,FuriThread*,"FlipperApplication*, const char*"
Function,-,flipper_application_free,void,FlipperApplication*
Function,-,flipper_application_get_manifest,const FlipperApplicationManifest*,FlipperApplication*
Function,-,flipper_application_is_plugin,_Bool,FlipperApplication*
Function,-,flipper_application_load_name_and_icon,_Bool,"FuriString*, Storage*, uint8_t**, FuriString*"
Function,-,flipper_application_load_status_to_string,const char*,FlipperApplicationLoadStatus
Function,-,flipper_application_manifest_is_target_compatible,_Bool,const FlipperApplicationManifest*
Function,-,flipper_application_manifest_is_too_new,_Bool,"const FlipperApplicationManifest*, const ElfApiInterface*"
Function,-,flipper_application_manifest_is_too_old,_Bool,"const FlipperApplicationManifest*, const ElfApiInterface*"
Function,-,flipper_application_manifest_is_valid,_Bool,const FlipperApplicationManifest*
Function,-,flipper_application_map_to_memory,FlipperApplicationLoadStatus,FlipperApplication*
Function,-,flipper_application_plugin_get_descriptor,const FlipperAppPluginDescriptor*,FlipperApplication*
Function,-,flipper_application_preload,FlipperApplicationPreloadStatus,"FlipperApplication*, const char*"
Function,-,flipper_application_preload_manifest,FlipperApplicationPreloadStatus,"FlipperApplication*, const char*"
Function,-,flipper_application_preload_status_to_string,const char*,FlipperApplicationPreloadStatus
Function,-,flipper_format_buffered_file_alloc,FlipperFormat*,Storage*
Function,-,flipper_format_buffered_file_close,_Bool,FlipperFormat*
Function,-,flipper_format_buffered_file_open_always,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_buffered_file_open_existing,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_delete_key,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_file_alloc,FlipperFormat*,Storage*
Function,-,flipper_format_file_close,_Bool,FlipperFormat*
Function,-,flipper_format_file_open_always,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_file_open_append,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_file_open_existing,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_file_open_new,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_free,void,FlipperFormat*
Function,-,flipper_format_get_raw_stream,Stream*,FlipperFormat*
Function,-,flipper_format_get_value_count,_Bool,"FlipperFormat*, const char*, uint32_t*"
Function,-,flipper_format_insert_or_update_bool,_Bool,"FlipperFormat*, const char*, const _Bool*, const uint16_t"
Function,-,flipper_format_insert_or_update_float,_Bool,"FlipperFormat*, const char*, const float*, const uint16_t"
Function,-,flipper_format_insert_or_update_hex,_Bool,"FlipperFormat*, const char*, const uint8_t*, const uint16_t"
Function,-,flipper_format_insert_or_update_int32,_Bool,"FlipperFormat*, const char*, const int32_t*, const uint16_t"
Function,-,flipper_format_insert_or_update_string,_Bool,"FlipperFormat*, const char*, FuriString*"
Function,-,flipper_format_insert_or_update_string_cstr,_Bool,"FlipperFormat*, const char*, const char*"
Function,-,flipper_format_insert_or_update_uint32,_Bool,"FlipperFormat*, const char*, const uint32_t*, const uint16_t"
Function,-,flipper_format_key_exist,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_read_bool,_Bool,"FlipperFormat*, const char*, _Bool*, const uint16_t"
Function,-,flipper_format_read_float,_Bool,"FlipperFormat*, const char*, float*, const uint16_t"
Function,-,flipper_format_read_header,_Bool,"FlipperFormat*, FuriString*, uint32_t*"
Function,-,flipper_format_read_hex,_Bool,"FlipperFormat*, const char*, uint8_t*, const uint16_t"
Function,-,flipper_format_read_hex_uint64,_Bool,"FlipperFormat*, const char*, uint64_t*, const uint16_t"
Function,-,flipper_format_read_int32,_Bool,"FlipperFormat*, const char*, int32_t*, const uint16_t"
Function,-,flipper_format_read_string,_Bool,"FlipperFormat*, const char*, FuriString*"
Function,-,flipper_format_read_uint32,_Bool,"FlipperFormat*, const char*, uint32_t*, const uint16_t"
Function,-,flipper_format_rewind,_Bool,FlipperFormat*
Function,-,flipper_format_seek_to_end,_Bool,FlipperFormat*
Function,-,flipper_format_set_strict_mode,void,"FlipperFormat*, _Bool"
Function,-,flipper_format_stream_delete_key_and_write,_Bool,"Stream*, FlipperStreamWriteData*, _Bool"
Function,-,flipper_format_stream_get_value_count,_Bool,"Stream*, const char*, uint32_t*, _Bool"
Function,-,flipper_format_stream_read_value_line,_Bool,"Stream*, const char*, FlipperStreamValue, void*, size_t, _Bool"
Function,-,flipper_format_stream_write_comment_cstr,_Bool,"Stream*, const char*"
Function,-,flipper_format_stream_write_value_line,_Bool,"Stream*, FlipperStreamWriteData*"
Function,-,flipper_format_string_alloc,FlipperFormat*,
Function,-,flipper_format_update_bool,_Bool,"FlipperFormat*, const char*, const _Bool*, const uint16_t"
Function,-,flipper_format_update_float,_Bool,"FlipperFormat*, const char*, const float*, const uint16_t"
Function,-,flipper_format_update_hex,_Bool,"FlipperFormat*, const char*, const uint8_t*, const uint16_t"
Function,-,flipper_format_update_int32,_Bool,"FlipperFormat*, const char*, const int32_t*, const uint16_t"
Function,-,flipper_format_update_string,_Bool,"FlipperFormat*, const char*, FuriString*"
Function,-,flipper_format_update_string_cstr,_Bool,"FlipperFormat*, const char*, const char*"
Function,-,flipper_format_update_uint32,_Bool,"FlipperFormat*, const char*, const uint32_t*, const uint16_t"
Function,-,flipper_format_write_bool,_Bool,"FlipperFormat*, const char*, const _Bool*, const uint16_t"
Function,-,flipper_format_write_comment,_Bool,"FlipperFormat*, FuriString*"
Function,-,flipper_format_write_comment_cstr,_Bool,"FlipperFormat*, const char*"
Function,-,flipper_format_write_float,_Bool,"FlipperFormat*, const char*, const float*, const uint16_t"
Function,-,flipper_format_write_header,_Bool,"FlipperFormat*, FuriString*, const uint32_t"
Function,-,flipper_format_write_header_cstr,_Bool,"FlipperFormat*, const char*, const uint32_t"
Function,-,flipper_format_write_hex,_Bool,"FlipperFormat*, const char*, const uint8_t*, const uint16_t"
Function,-,flipper_format_write_hex_uint64,_Bool,"FlipperFormat*, const char*, const uint64_t*, const uint16_t"
Function,-,flipper_format_write_int32,_Bool,"FlipperFormat*, const char*, const int32_t*, const uint16_t"
Function,-,flipper_format_write_string,_Bool,"FlipperFormat*, const char*, FuriString*"
Function,-,flipper_format_write_string_cstr,_Bool,"FlipperFormat*, const char*, const char*"
Function,-,flipper_format_write_uint32,_Bool,"FlipperFormat*, const char*, const uint32_t*, const uint16_t"
Function,-,float_is_equal,_Bool,"float, float"
Function,-,flockfile,void,FILE*
Function,-,floor,double,double
Function,-,floorf,float,float
Function,-,floorl,long double,long double
Function,-,fls,int,int
Function,-,flsl,int,long
Function,-,flsll,int,long long
Function,-,fma,double,"double, double, double"
Function,-,fmaf,float,"float, float, float"
Function,-,fmal,long double,"long double, long double, long double"
Function,-,fmax,double,"double, double"
Function,-,fmaxf,float,"float, float"
Function,-,fmaxl,long double,"long double, long double"
Function,-,fmemopen,FILE*,"void*, size_t, const char*"
Function,-,fmin,double,"double, double"
Function,-,fminf,float,"float, float"
Function,-,fminl,long double,"long double, long double"
Function,-,fmod,double,"double, double"
Function,-,fmodf,float,"float, float"
Function,-,fmodl,long double,"long double, long double"
Function,-,fopen,FILE*,"const char*, const char*"
Function,-,fopencookie,FILE*,"void*, const char*, cookie_io_functions_t"
Function,-,fprintf,int,"FILE*, const char*, ..."
Function,-,fpurge,int,FILE*
Function,-,fputc,int,"int, FILE*"
Function,-,fputc_unlocked,int,"int, FILE*"
Function,-,fputs,int,"const char*, FILE*"
Function,-,fputs_unlocked,int,"const char*, FILE*"
Function,-,fread,size_t,"void*, size_t, size_t, FILE*"
Function,-,fread_unlocked,size_t,"void*, size_t, size_t, FILE*"
Function,-,free,void,void*
Function,-,freopen,FILE*,"const char*, const char*, FILE*"
Function,-,frexp,double,"double, int*"
Function,-,frexpf,float,"float, int*"
Function,-,frexpl,long double,"long double, int*"
Function,-,fscanf,int,"FILE*, const char*, ..."
Function,-,fseek,int,"FILE*, long, int"
Function,-,fseeko,int,"FILE*, off_t, int"
Function,-,fsetpos,int,"FILE*, const fpos_t*"
Function,-,ftell,long,FILE*
Function,-,ftello,off_t,FILE*
Function,-,ftrylockfile,int,FILE*
Function,-,funlockfile,void,FILE*
Function,-,funopen,FILE*,"const void*, int (*)(void*, char*, int), int (*)(void*, const char*, int), fpos_t (*)(void*, fpos_t, int), int (*)(void*)"
Function,-,furi_crash_handler_add,void,"FuriCrashCallback, void*"
Function,-,furi_delay_ms,void,uint32_t
Function,-,furi_delay_tick,void,uint32_t
Function,-,furi_delay_until_tick,FuriStatus,uint32_t
Function,-,furi_delay_us,void,uint32_t
Function,-,furi_event_flag_alloc,FuriEventFlag*,
Function,-,furi_event_flag_clear,uint32_t,"FuriEventFlag*, uint32_t"
Function,-,furi_event_flag_free,void,FuriEventFlag*
Function,-,furi_event_flag_get,uint32_t,FuriEventFlag*
Function,-,furi_event_flag_set,uint32_t,"FuriEventFlag*, uint32_t"
Function,-,furi_event_flag_wait,uint32_t,"FuriEventFlag*, uint32_t, uint32_t, uint32_t"
Function,-,furi_event_loop_alloc,FuriEventLoop*,
Function,-,furi_event_loop_free,void,FuriEventLoop*
Function,-,furi_event_loop_pend_callback,void,"FuriEventLoop*, FuriEventLoopPendingCallback, void*"
Function,-,furi_event_loop_run,void,FuriEventLoop*
Function,-,furi_event_loop_stop,void,FuriEventLoop*
Function,-,furi_event_loop_subscribe_message_queue,void,"FuriEventLoop*, FuriMessageQueue*, FuriEventLoopEvent, FuriEventLoopEventCallback, void*"
Function,-,furi_event_loop_subscribe_mutex,void,"FuriEventLoop*, FuriMutex*, FuriEventLoopEvent, FuriEventLoopEventCallback, void*"
Function,-,furi_event_loop_subscribe_semaphore,void,"FuriEventLoop*, FuriSemaphore*, FuriEventLoopEvent, FuriEventLoopEventCallback, void*"
Function,-,furi_event_loop_subscribe_stream_buffer,void,"FuriEventLoop*, FuriStreamBuffer*, FuriEventLoopEvent, FuriEventLoopEventCallback, void*"
Function,-,furi_event_loop_tick_set,void,"FuriEventLoop*, uint32_t, FuriEventLoopTickCallback, void*"
Function,-,furi_event_loop_timer_alloc,FuriEventLoopTimer*,"FuriEventLoop*, FuriEventLoopTimerCallback, FuriEventLoopTimerType, void*"
Function,-,furi_event_loop_timer_free,void,FuriEventLoopTimer*
Function,-,furi_event_loop_timer_get_interval,uint32_t,const FuriEventLoopTimer*
Function,-,furi_event_loop_timer_get_remaining_time,uint32_t,const FuriEventLoopTimer*
Function,-,furi_event_loop_timer_is_running,_Bool,const FuriEventLoopTimer*
Function,-,furi_event_loop_timer_restart,void,FuriEventLoopTimer*
Function,-,furi_event_loop_timer_start,void,"FuriEventLoopTimer*, uint32_t"
Function,-,furi_event_loop_timer_stop,void,FuriEventLoopTimer*
Function,-,furi_event_loop_unsubscribe,void,"FuriEventLoop*, FuriEventLoopObject*"
Function,-,furi_get_tick,uint32_t,
Function,-,furi_hal_gpio_add_int_callback,void,"const GpioPin*, GpioExtiCallback, void*"
Function,-,furi_hal_gpio_disable_int_callback,void,const GpioPin*
Function,-,furi_hal_gpio_enable_int_callback,void,const GpioPin*
Function,-,furi_hal_gpio_init,void,"const GpioPin*, const GpioMode, const GpioPull, const GpioSpeed"
Function,-,furi_hal_gpio_init_ex,void,"const GpioPin*, const GpioMode, const GpioPull, const GpioSpeed, const GpioAltFn"
Function,-,furi_hal_gpio_init_simple,void,"const GpioPin*, const GpioMode"
Function,-,furi_hal_gpio_remove_int_callback,void,const GpioPin*
Function,-,furi_hal_resources_deinit_early,void,
Function,-,furi_hal_resources_init,void,
Function,-,furi_hal_resources_init_early,void,
Function,-,furi_init,void,
Function,-,furi_kernel_get_tick_frequency,uint32_t,
Function,-,furi_kernel_is_irq_or_masked,_Bool,
Function,-,furi_kernel_is_running,_Bool,
Function,-,furi_kernel_lock,int32_t,
Function,-,furi_kernel_restore_lock,int32_t,int32_t
Function,-,furi_kernel_unlock,int32_t,
Function,-,furi_log_add_handler,_Bool,FuriLogHandler
Function,-,furi_log_get_level,FuriLogLevel,
Function,-,furi_log_init,void,
Function,-,furi_log_level_from_string,_Bool,"const char*, FuriLogLevel*"
Function,-,furi_log_level_to_string,_Bool,"FuriLogLevel, const char**"
Function,-,furi_log_print_format,void,"FuriLogLevel, const char*, const char*, ..."
Function,-,furi_log_print_raw_format,void,"FuriLogLevel, const char*, ..."
Function,-,furi_log_puthex32,void,uint32_t
Function,-,furi_log_puts,void,const char*
Function,-,furi_log_putu32,void,uint32_t
Function,-,furi_log_remove_handler,_Bool,FuriLogHandler
Function,-,furi_log_set_level,void,FuriLogLevel
Function,-,furi_log_tx,void,"const uint8_t*, size_t"
Function,-,furi_message_queue_alloc,FuriMessageQueue*,"uint32_t, uint32_t"
Function,-,furi_message_queue_free,void,FuriMessageQueue*
Function,-,furi_message_queue_get,FuriStatus,"FuriMessageQueue*, void*, uint32_t"
Function,-,furi_message_queue_get_capacity,uint32_t,FuriMessageQueue*
Function,-,furi_message_queue_get_count,uint32_t,FuriMessageQueue*
Function,-,furi_message_queue_get_message_size,uint32_t,FuriMessageQueue*
Function,-,furi_message_queue_get_space,uint32_t,FuriMessageQueue*
Function,-,furi_message_queue_put,FuriStatus,"FuriMessageQueue*, const void*, uint32_t"
Function,-,furi_message_queue_reset,FuriStatus,FuriMessageQueue*
Function,-,furi_ms_to_ticks,uint32_t,uint32_t
Function,-,furi_mutex_acquire,FuriStatus,"FuriMutex*, uint32_t"
Function,-,furi_mutex_alloc,FuriMutex*,FuriMutexType
Function,-,furi_mutex_free,void,FuriMutex*
Function,-,furi_mutex_get_owner,FuriThreadId,FuriMutex*
Function,-,furi_mutex_release,FuriStatus,FuriMutex*
Function,-,furi_pubsub_alloc,FuriPubSub*,
Function,-,furi_pubsub_free,void,FuriPubSub*
Function,-,furi_pubsub_publish,void,"FuriPubSub*, void*"
Function,-,furi_pubsub_subscribe,FuriPubSubSubscription*,"FuriPubSub*, FuriPubSubCallback, void*"
Function,-,furi_pubsub_unsubscribe,void,"FuriPubSub*, FuriPubSubSubscription*"
Function,-,furi_record_close,void,const char*
Function,-,furi_record_create,void,"const char*, void*"
Function,-,furi_record_destroy,_Bool,const char*
Function,-,furi_record_exists,_Bool,const char*
Function,-,furi_record_init,void,
Function,-,furi_record_open,void*,const char*
Function,-,furi_run,void,
Function,-,furi_semaphore_acquire,FuriStatus,"FuriSemaphore*, uint32_t"
Function,-,furi_semaphore_alloc,FuriSemaphore*,"uint32_t, uint32_t"
Function,-,furi_semaphore_free,void,FuriSemaphore*
Function,-,furi_semaphore_get_count,uint32_t,FuriSemaphore*
Function,-,furi_semaphore_get_space,uint32_t,FuriSemaphore*
Function,-,furi_semaphore_release,FuriStatus,FuriSemaphore*
Function,-,furi_stream_buffer_alloc,FuriStreamBuffer*,"size_t, size_t"
Function,-,furi_stream_buffer_bytes_available,size_t,FuriStreamBuffer*
Function,-,furi_stream_buffer_free,void,FuriStreamBuffer*
Function,-,furi_stream_buffer_is_empty,_Bool,FuriStreamBuffer*
Function,-,furi_stream_buffer_is_full,_Bool,FuriStreamBuffer*
Function,-,furi_stream_buffer_receive,size_t,"FuriStreamBuffer*, void*, size_t, uint32_t"
Function,-,furi_stream_buffer_reset,FuriStatus,FuriStreamBuffer*
Function,-,furi_stream_buffer_send,size_t,"FuriStreamBuffer*, const void*, size_t, uint32_t"
Function,-,furi_stream_buffer_spaces_available,size_t,FuriStreamBuffer*
Function,-,furi_stream_set_trigger_level,_Bool,"FuriStreamBuffer*, size_t"
Function,-,furi_string_alloc,FuriString*,
Function,-,furi_string_alloc_move,FuriString*,FuriString*
Function,-,furi_string_alloc_printf,FuriString*,"const char[], ..."
Function,-,furi_string_alloc_set,FuriString*,const FuriString*
Function,-,furi_string_alloc_set_str,FuriString*,const char[]
Function,-,furi_string_alloc_vprintf,FuriString*,"const char[], va_list"
Function,-,furi_string_cat,void,"FuriString*, const FuriString*"
Function,-,furi_string_cat_printf,int,"FuriString*, const char[], ..."
Function,-,furi_string_cat_str,void,"FuriString*, const char[]"
Function,-,furi_string_cat_vprintf,int,"FuriString*, const char[], va_list"
Function,-,furi_string_cmp,int,"const FuriString*, const FuriString*"
Function,-,furi_string_cmp_str,int,"const FuriString*, const char[]"
Function,-,furi_string_cmpi,int,"const FuriString*, const FuriString*"
Function,-,furi_string_cmpi_str,int,"const FuriString*, const char[]"
Function,-,furi_string_empty,_Bool,const FuriString*
Function,-,furi_string_end_with,_Bool,"const FuriString*, const FuriString*"
Function,-,furi_string_end_with_str,_Bool,"const FuriString*, const char[]"
Function,-,furi_string_end_withi,_Bool,"const FuriString*, const FuriString*"
Function,-,furi_string_end_withi_str,_Bool,"const FuriString*, const char[]"
Function,-,furi_string_equal,_Bool,"const FuriString*, const FuriString*"
Function,-,furi_string_equal_str,_Bool,"const FuriString*, const char[]"
Function,-,furi_string_free,void,FuriString*
Function,-,furi_string_get_char,char,"const FuriString*, size_t"
Function,-,furi_string_get_cstr,const char*,const FuriString*
Function,-,furi_string_hash,size_t,const FuriString*
Function,-,furi_string_left,void,"FuriString*, size_t"
Function,-,furi_string_mid,void,"FuriString*, size_t, size_t"
Function,-,furi_string_move,void,"FuriString*, FuriString*"
Function,-,furi_string_printf,int,"FuriString*, const char[], ..."
Function,-,furi_string_push_back,void,"FuriString*, char"
Function,-,furi_string_replace,size_t,"FuriString*, FuriString*, FuriString*, size_t"
Function,-,furi_string_replace_all,void,"FuriString*, const FuriString*, const FuriString*"
Function,-,furi_string_replace_all_str,void,"FuriString*, const char[], const char[]"
Function,-,furi_string_replace_at,void,"FuriString*, size_t, size_t, const char[]"
Function,-,furi_string_replace_str,size_t,"FuriString*, const char[], const char[], size_t"
Function,-,furi_string_reserve,void,"FuriString*, size_t"
Function,-,furi_string_reset,void,FuriString*
Function,-,furi_string_right,void,"FuriString*, size_t"
Function,-,furi_string_search,size_t,"const FuriString*, const FuriString*, size_t"
Function,-,furi_string_search_char,size_t,"const FuriString*, char, size_t"
Function,-,furi_string_search_rchar,size_t,"const FuriString*, char, size_t"
Function,-,furi_string_search_str,size_t,"const FuriString*, const char[], size_t"
Function,-,furi_string_set,void,"FuriString*, FuriString*"
Function,-,furi_string_set_char,void,"FuriString*, size_t, const char"
Function,-,furi_string_set_n,void,"FuriString*, const FuriString*, size_t, size_t"
Function,-,furi_string_set_str,void,"FuriString*, const char[]"
Function,-,furi_string_set_strn,void,"FuriString*, const char[], size_t"
Function,-,furi_string_size,size_t,const FuriString*
Function,-,furi_string_start_with,_Bool,"const FuriString*, const FuriString*"
Function,-,furi_string_start_with_str,_Bool,"const FuriString*, const char[]"
Function,-,furi_string_swap,void,"FuriString*, FuriString*"
Function,-,furi_string_trim,void,"FuriString*, const char[]"
Function,-,furi_string_utf8_decode,void,"char, FuriStringUTF8State*, FuriStringUnicodeValue*"
Function,-,furi_string_utf8_length,size_t,FuriString*
Function,-,furi_string_utf8_push,void,"FuriString*, FuriStringUnicodeValue"
Function,-,furi_string_vprintf,int,"FuriString*, const char[], va_list"
